word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
assured,7,4.07,-35.708621978759766,-25.37238311767578,-17.26716423034668,357.32876712328766
"assured,",8,4.07,-32.657859802246094,-25.21385383605957,-18.724729537963867,336.95348837209303
atypical,8,3.12,-35.765445709228516,-24.23431968688965,-14.82257080078125,394.27464788732397
audience,8,4.73,-36.09646224975586,-26.503040313720703,-10.89783000946045,298.63758389261744
"audience,",9,4.73,-31.509370803833008,-25.31492042541504,-15.390674591064453,314.4353741496599
audience.,9,4.73,-30.307905197143555,-24.132863998413086,-14.692645072937012,343.3243243243243
autosomal,9,2.62,-35.60508728027344,-32.375667572021484,-17.33133316040039,507.92753623188406
avail.,6,3.59,-28.96385383605957,-25.15511131286621,-22.864044189453125,352.5681818181818
"away,",5,5.62,-11.309198379516602,-7.776594638824463,-7.963902950286865,334.12698412698415
away.,5,5.62,-11.378096580505371,-8.831192016601562,-8.192606925964355,339.7117117117117
"baby,'",6,5.26,-30.303083419799805,-25.76605987548828,-22.97418975830078,388.89304812834223
back!,5,6.04,-21.55851173400879,-18.328161239624023,-18.160236358642578,347.2613636363636
"back,",5,6.04,-12.218153953552246,-8.699691772460938,-8.10307788848877,338.5301204819277
back.,5,6.04,-12.002077102661133,-9.140275955200195,-8.351276397705078,348.02745098039213
background),11,4.77,-18.428611755371094,-14.842633247375488,-12.041463851928711,396.93589743589746
"background),",12,4.77,-25.564708709716797,-20.170276641845703,-18.50554847717285,483.7435897435897
bade,4,2.68,-29.214208602905273,-22.655170440673828,-21.242847442626953,342.89772727272725
badly,5,4.44,-25.073495864868164,-20.63311004638672,-10.284117698669434,317.5833333333333
bakery.,7,3.67,-33.5192985534668,-28.807849884033203,-24.16020965576172,315.9120879120879
bald,4,3.83,-33.14371109008789,-26.3776798248291,-20.193233489990234,340.0851063829787
ballistic,9,3.48,-32.65934371948242,-26.757068634033203,-25.635971069335938,370.92857142857144
balloon,7,3.9,-32.57992935180664,-27.63265609741211,-19.006832122802734,362.9144144144144
balloons,8,3.66,-37.94810104370117,-32.250980377197266,-23.54718780517578,329.3623188405797
bank.,5,5.16,-11.426590919494629,-8.69944953918457,-7.552209854125977,347.6179775280899
bar.,4,4.94,-11.851720809936523,-8.6030855178833,-8.571866989135742,360.60215053763443
barber,6,3.81,-25.75101089477539,-23.13628578186035,-15.605912208557129,323.50959488272923
"barber,",7,3.81,-26.184968948364258,-23.263813018798828,-18.120750427246094,302.78723404255317
"barbershop,",11,2.99,-33.8037109375,-35.64333724975586,-19.269264221191406,410.48936170212767
basis,5,4.81,-18.65826988220215,-16.736236572265625,-13.450138092041016,304.6857142857143
"beach,",6,4.92,-27.052682876586914,-23.11767578125,-20.201454162597656,324.31868131868134
beamed,6,3.0,-31.81650161743164,-27.14902687072754,-18.2017879486084,379.34939759036143
beaming,7,3.03,-34.91539001464844,-28.90522003173828,-18.335174560546875,332.2814371257485
beast's,7,2.45,-37.76731491088867,-29.66683006286621,-18.2269344329834,382.64285714285717
beautiful,9,5.22,-34.62568283081055,-23.998868942260742,-0.7121185064315796,334.1936218678816
"beautiful,",10,5.22,-30.90973472595215,-23.954681396484375,-6.061193943023682,318.05494505494505
beavers,7,3.06,-36.71238708496094,-32.80622863769531,-21.60415267944336,359.7906976744186
became,6,5.15,-28.37303352355957,-22.42786407470703,-9.047895431518555,342.2828685258964
beckoning,9,2.63,-38.18467712402344,-30.67455291748047,-27.46764373779297,361.52
become,6,5.4,-28.96392822265625,-23.343042373657227,-6.229974269866943,328.4078947368421
"bed,",4,5.07,-11.840742111206055,-8.727794647216797,-8.210309982299805,364.64541832669323
bed.,4,5.07,-11.954042434692383,-9.115011215209961,-8.447940826416016,359.65934065934067
"before,",7,5.93,-12.202396392822266,-8.673582077026367,-9.78979206085205,382.26881720430106
before.,7,5.93,-11.930718421936035,-9.639986991882324,-9.959784507751465,344.7701149425287
began,5,5.07,-29.585163116455078,-26.655004501342773,-16.87108039855957,308.81458333333336
"began,",6,5.07,-29.01785659790039,-28.788698196411133,-21.227624893188477,343.94520547945206
beginning,9,5.0,-30.835025787353516,-23.53746223449707,-3.77226185798645,335.67058823529413
behave,6,4.0,-26.78277587890625,-29.748985290527344,-27.304716110229492,347.6666666666667
"behold,",7,3.76,-31.07633399963379,-25.892786026000977,-17.950847625732422,327.1868131868132
"being,",6,5.95,-11.8156156539917,-8.951141357421875,-7.545539855957031,346.0987654320988
believe,7,5.51,-33.659828186035156,-26.0089168548584,-5.4493794441223145,324.24
believed,8,4.75,-38.59326934814453,-30.43785858154297,-11.023590087890625,317.10878661087867
belonged,8,4.01,-36.07599639892578,-25.511707305908203,-22.843461990356445,350.4121621621622
belonged.,9,4.01,-35.36968231201172,-28.856473922729492,-28.35540199279785,902.3888888888889
belonging,9,4.05,-35.30147171020508,-20.376216888427734,-19.02710723876953,307.28767123287673
"below,",6,5.05,-12.025233268737793,-7.695084095001221,-8.852344512939453,342.14130434782606
"bending,",8,3.68,-11.509795188903809,-8.199454307556152,-6.909163475036621,400.3521126760563
beside,6,4.19,-26.930551528930664,-24.197546005249023,-11.380974769592285,321.0246913580247
best.,5,5.84,-11.436870574951172,-9.757861137390137,-11.133893966674805,342.0
bewitching,10,2.54,-37.85320281982422,-33.68058395385742,-21.816057205200195,368.494623655914
bide,4,2.66,-26.79517936706543,-23.10247039794922,-24.937623977661133,370.8313253012048
bigger,6,4.74,-26.48638916015625,-22.71615982055664,-6.3929829597473145,305.84705882352944
birches,7,2.29,-47.33375930786133,-27.982877731323242,-23.06251335144043,313.7362637362637
"bird,",5,4.63,-12.130830764770508,-8.242222785949707,-7.8022074699401855,339.8045977011494
"birds,",6,4.6,-11.417305946350098,-7.806390285491943,-7.13313102722168,364.3068181818182
birds.,6,4.6,-11.169722557067871,-8.067935943603516,-7.3295392990112305,366.33714285714285
"bitch,",6,4.76,-28.178281784057617,-25.192398071289062,-19.97672462463379,405.8279569892473
bitter,6,4.21,-34.66188049316406,-26.86614418029785,-21.47233009338379,307.95348837209303
blatantly,9,3.2,-38.36979293823242,-26.423376083374023,-13.802404403686523,391.25274725274727
bleeped,7,1.97,-32.72178649902344,-32.99114227294922,-24.12978172302246,337.61842105263156
blew,4,4.12,-21.30727195739746,-21.736669540405273,-19.666425704956055,308.79347826086956
blinking,8,3.3,-35.661766052246094,-25.20160484313965,-18.257530212402344,358.0416666666667
"blinking,",9,3.3,-32.94721221923828,-24.32398796081543,-19.044679641723633,352.6575342465753
bloom,5,3.93,-30.270349502563477,-24.946300506591797,-14.650434494018555,386.7763157894737
"bluebird,",9,2.91,-28.100589752197266,-27.684837341308594,-20.999614715576172,374.14942528735634
boar,4,3.3,-23.456544876098633,-19.80957794189453,-17.70172882080078,318.41284403669727
boar!',6,3.3,-42.31756591796875,-39.927452087402344,-35.49577713012695,303.8192771084337
boar's,6,2.02,-30.07698631286621,-21.395761489868164,-19.960403442382812,329.35363790186125
"boar,",5,3.3,-24.844377517700195,-20.385412216186523,-19.16740608215332,335.84375
boar.,5,3.3,-25.623586654663086,-22.841224670410156,-20.175859451293945,362.66265060240966
boar?,5,3.3,-32.08541488647461,-29.40546989440918,-27.517961502075195,324.3058823529412
boar?',6,3.3,-42.63077926635742,-40.466068267822266,-35.839237213134766,348.7647058823529
bobbing,7,2.85,-34.290103912353516,-29.70035171508789,-27.449934005737305,347.23030303030305
bodies,6,4.69,-39.14731979370117,-29.53156089782715,-19.876304626464844,350.67123287671234
body.,5,5.4,-11.47724723815918,-8.285964965820312,-9.202853202819824,386.38947368421054
bones?',7,4.32,-31.471721649169922,-30.342647552490234,-29.325523376464844,1131.6375
"book,",5,5.43,-12.1065034866333,-8.634125709533691,-7.453475475311279,336.7168674698795
"books,",6,5.15,-12.065633773803711,-7.7319207191467285,-6.530819416046143,364.06944444444446
bore,4,3.93,-29.63507843017578,-24.12263298034668,-20.184646606445312,351.56470588235294
botanical,9,3.49,-41.7270393371582,-33.251461029052734,-21.57535171508789,401.94871794871796
botanist,8,2.89,-29.65679168701172,-22.353792190551758,-16.337095260620117,451.3246753246753
botanists,9,2.6,-31.61396026611328,-22.483909606933594,-17.491024017333984,355.2763157894737
"bottom,",7,4.84,-11.385278701782227,-8.233440399169922,-8.833279609680176,401.6707317073171
bottom.,7,4.84,-11.294713973999023,-8.715635299682617,-8.747537612915039,333.85
bottoms,7,3.53,-33.93635177612305,-25.840829849243164,-11.045801162719727,371.9759036144578
bought,6,4.91,-32.64870834350586,-29.792051315307617,-20.65943717956543,298.2987012987013
"bow,",4,4.3,-12.142461776733398,-8.42184066772461,-6.709047317504883,344.5595238095238
"boys,",5,5.03,-11.365378379821777,-7.338747978210449,-7.0529913902282715,396.2315789473684
brass,5,4.05,-25.692237854003906,-20.506572723388672,-19.15819549560547,337.6666666666667
breakfast.,10,4.61,-25.37918472290039,-26.52141761779785,-20.67027473449707,370.4191616766467
breaking',9,4.74,-18.579252243041992,-19.72835350036621,-17.064695358276367,398.5584415584416
breathe,7,4.26,-32.75313949584961,-25.56244468688965,-19.10060691833496,370.35955056179773
breathing,9,4.28,-35.51386642456055,-23.52067756652832,-15.145007133483887,313.65060240963857
brick,5,4.25,-28.833229064941406,-20.389766693115234,-10.057624816894531,344.8279569892473
bricks.,7,3.81,-32.250579833984375,-29.440919876098633,-23.477354049682617,356.5108695652174
"brief,",6,4.52,-33.65968322753906,-28.457504272460938,-23.03299331665039,347.55555555555554
brighter,8,3.73,-36.74407958984375,-25.963722229003906,-22.48797035217285,316.68131868131866
"brightly,",9,3.44,-23.172603607177734,-19.07509422302246,-17.9709415435791,324.0869565217391
brightness,10,3.57,-26.52129364013672,-20.8454532623291,-12.301791191101074,311.8729281767956
"brook,",6,3.74,-11.35318374633789,-7.405576229095459,-5.499721050262451,354.1573033707865
brothers,8,4.69,-14.725198745727539,-15.026171684265137,-3.724774122238159,302.07749077490774
brought,7,5.16,-36.43812942504883,-30.60504150390625,-24.240352630615234,308.325
brunt,5,3.12,-30.483877182006836,-23.849365234375,-19.26807975769043,358.1162790697674
brushed,7,3.57,-36.28368377685547,-25.806543350219727,-16.231733322143555,301.4462365591398
bubble,6,4.16,-26.757646560668945,-20.600526809692383,-1.4695734977722168,333.02597402597405
"bubble,",7,4.16,-26.274755477905273,-22.408449172973633,-7.9129180908203125,377.81045751633985
bubble.,7,4.16,-24.92795753479004,-20.921354293823242,-6.025264739990234,418.4313725490196
bubbles.,8,3.79,-28.4603328704834,-23.07837677001953,-8.057230949401855,436.1686746987952
buds,4,3.63,-38.75554275512695,-30.758058547973633,-27.419267654418945,372.8562091503268
"buds,",5,3.63,-34.145477294921875,-27.73584747314453,-25.17964744567871,408.4868421052632
buds.,5,3.63,-32.54311752319336,-27.912294387817383,-25.226524353027344,505.87417218543044
bugging,7,3.14,-30.781036376953125,-26.853803634643555,-11.249469757080078,352.2105263157895
buildup,7,3.37,-22.2309513092041,-22.06069564819336,-16.003339767456055,319.4714285714286
bulb,4,3.66,-18.79500961303711,-15.750330924987793,-11.220291137695312,366.2899022801303
bulb.,5,3.66,-20.355464935302734,-18.028024673461914,-12.853644371032715,468.02564102564105
bulbs,5,3.55,-27.424654006958008,-21.761133193969727,-14.904194831848145,334.42618741976895
"bulbs,",6,3.55,-26.484045028686523,-20.81753921508789,-15.669846534729004,356.82894736842104
bulbs.,6,3.55,-25.515647888183594,-21.185670852661133,-15.0289888381958,341.15584415584414
bundle,6,3.93,-37.30685806274414,-31.70684242248535,-19.027334213256836,331.0402298850575
burned!,7,4.31,-27.793006896972656,-27.33665657043457,-20.84889030456543,356.9340659340659
burner,6,3.54,-21.684368133544922,-16.95461082458496,-7.3550801277160645,324.8780487804878
burns,5,4.24,-15.465960502624512,-15.079608917236328,-13.141515731811523,306.0769230769231
burnt!,6,4.03,-39.952911376953125,-37.14866638183594,-27.90763282775879,340.4175824175824
burst.,6,4.15,-11.852852821350098,-8.72835922241211,-8.35195541381836,331.75625
busy,4,4.75,-20.950511932373047,-18.90073585510254,-12.861898422241211,353.1583011583012
butter,6,4.4,-25.726903915405273,-25.744525909423828,-17.925504684448242,300.8536585365854
buyers,6,4.16,-22.927383422851562,-18.16033935546875,-7.303040981292725,319.8831168831169
buyers.,7,4.16,-21.838537216186523,-20.378538131713867,-10.331446647644043,387.92105263157896
buzz,4,4.05,-38.117252349853516,-30.030492782592773,-19.055377960205078,335.0851063829787
"by,",3,6.66,-12.817790031433105,-9.305916786193848,-8.46121597290039,372.14444444444445
"called,",7,5.59,-12.53152084350586,-11.07536792755127,-17.248043060302734,320.9526627218935
calm,4,4.54,-20.376909255981445,-18.767375946044922,-11.670970916748047,307.3611111111111
"calm,",5,4.54,-23.758913040161133,-20.169340133666992,-12.831925392150879,326.75
came,4,5.5,-29.419984817504883,-24.489608764648438,-19.583280563354492,343.1963070942663
"camouflage,",11,3.42,-35.13616180419922,-26.678396224975586,-16.973299026489258,363.9166666666667
can't,5,5.8,-19.52406120300293,-13.737116813659668,-6.14898157119751,347.8875
candle-like,11,3.88,-37.335060119628906,-30.11739158630371,-25.6315975189209,381.3076923076923
candy,5,4.29,-31.542861938476562,-27.49738311767578,-22.209341049194336,317.1720430107527
cannot,6,5.11,-32.275787353515625,-30.186080932617188,-20.580608367919922,304.1666666666667
capable,7,4.61,-23.542997360229492,-19.12156867980957,-8.236955642700195,271.3918918918919
car.,4,5.45,-12.206981658935547,-8.61669635772705,-9.959037780761719,451.69736842105266
carcass,7,3.21,-36.304595947265625,-22.02579116821289,-17.701021194458008,335.98837209302326
careful,7,4.59,-26.952768325805664,-23.763195037841797,-13.393352508544922,310.6707317073171
"careful,",8,4.59,-26.05577850341797,-24.284385681152344,-14.545732498168945,317.66265060240966
carefully,9,4.46,-28.862585067749023,-27.040319442749023,-14.210089683532715,362.8181818181818
carriages,9,3.37,-42.51732635498047,-30.25321388244629,-11.41254997253418,402.9247311827957
carried,7,4.77,-38.082252502441406,-25.89189910888672,-19.143558502197266,339.94505494505495
carry.,6,4.89,-11.767985343933105,-9.683846473693848,-10.987710952758789,404.0777777777778
carrying,8,4.61,-20.567058563232422,-14.603221893310547,-4.450945854187012,363.0989010989011
cause.,6,5.35,-12.023903846740723,-9.139588356018066,-10.468371391296387,389.80281690140845
caused,6,4.88,-26.407976150512695,-27.74989891052246,-18.144187927246094,311.1808510638298
causing,7,4.53,-26.61749267578125,-28.373823165893555,-19.555089950561523,303.63013698630135
celebrate,9,4.49,-35.75584411621094,-28.595123291015625,-2.445486545562744,342.9529411764706
celebrating,11,4.17,-34.68828582763672,-22.951589584350586,-7.5286946296691895,345.4507042253521
certainly,9,5.0,-23.42241668701172,-17.11375617980957,-3.828364372253418,376.17283950617286
chair.,6,4.69,-12.090311050415039,-9.138113975524902,-8.891345024108887,326.26881720430106
challenging,11,4.27,-29.50969886779785,-18.452680587768555,-8.694080352783203,398.5
"changed,",8,5.07,-11.755916595458984,-9.204635620117188,-10.076342582702637,391.8021978021978
characterized,13,4.01,-30.332792282104492,-21.8020076751709,-6.048203468322754,380.7448275862069
cheering,8,3.83,-32.103431701660156,-25.248363494873047,-21.48861312866211,280.6849315068493
cheers,6,4.13,-23.73636817932129,-19.02402114868164,-15.337485313415527,284.5068493150685
chicanery,9,2.24,-46.400638580322266,-39.604190826416016,-24.249547958374023,440.1764705882353
child's,7,3.99,-19.298187255859375,-12.233846664428711,-9.625388145446777,334.2717391304348
"child,",6,5.3,-11.859687805175781,-8.478010177612305,-9.708970069885254,341.0879120879121
childhood,9,4.51,-30.478059768676758,-26.57248306274414,-14.745240211486816,370.06756756756755
childhood.,10,4.51,-26.15592384338379,-24.789525985717773,-17.70113754272461,433.5138888888889
chirping,8,2.87,-35.97148513793945,-26.650449752807617,-23.68062973022461,336.9329608938547
chocolate,9,4.49,-42.18126678466797,-31.770723342895508,-19.80080223083496,499.7362637362637
chosen,6,4.61,-41.031036376953125,-29.797508239746094,-22.02116584777832,406.5632183908046
chronic,7,4.2,-37.73543167114258,-30.270505905151367,-14.961221694946289,382.0408163265306
cigarette.,10,4.06,-11.4768705368042,-8.380882263183594,-7.512753009796143,347.7741935483871
circle.,7,4.55,-11.922204971313477,-7.704867839813232,-7.072807788848877,332.4945054945055
"clacking,",9,2.05,-31.93739891052246,-25.219512939453125,-21.979671478271484,433.95454545454544
claims,6,4.86,-14.228713035583496,-14.156319618225098,-3.5125205516815186,329.1920529801325
"claims,",7,4.86,-16.726499557495117,-17.54134178161621,-9.837604522705078,413.67123287671234
"class,",6,5.36,-12.671936988830566,-9.434393882751465,-10.729606628417969,331.3614457831325
clatter,7,2.65,-34.50981521606445,-23.7540340423584,-22.81813621520996,315.20652173913044
clattered,9,2.17,-41.00101852416992,-31.054859161376953,-27.585378646850586,414.81176470588235
